geografia_sk,address_id,line1,line2,city,postal_code,country_code,nombre_provincia
1172,2168,Calle 9860,,San Rafael,7509,AR,Mendoza
1173,2169,Calle 1101,,Villa Carlos Paz,8436,AR,Córdoba
1174,2170,Calle 5148,,CABA,4319,AR,Buenos Aires
1175,2171,Calle 1782,,Godoy Cruz,8606,AR,Mendoza
1176,2172,Calle 1666,,CABA,1007,AR,Buenos Aires
1177,2173,Calle 3899,Piso 9 Dto C,La Plata,3168,AR,Buenos Aires
1178,2174,Calle 5652,,Mar del Plata,4575,AR,Buenos Aires
1179,2175,Calle 8933,Piso 5 Dto B,Mar del Plata,1805,AR,Buenos Aires
1180,2176,Calle 783,Piso 3 Dto B,Santa Fe,9360,AR,Santa Fe
1181,2177,Calle 7065,,Mendoza,4874,AR,Mendoza
1182,2178,Calle 1665,,La Plata,3322,AR,Buenos Aires
1183,2179,Calle 8412,,Villa Carlos Paz,1229,AR,Córdoba
1184,2180,Calle 9651,,Villa Carlos Paz,4168,AR,Córdoba
1185,2181,Calle 2812,Piso 10 Dto C,La Plata,9049,AR,Buenos Aires
1186,2182,Calle 3796,,La Plata,9442,AR,Buenos Aires
1187,2183,Calle 6692,,La Plata,8366,AR,Buenos Aires
1188,2184,Calle 9644,Piso 9 Dto C,Mar del Plata,7599,AR,Buenos Aires
1189,2185,Calle 1001,,Mar del Plata,7636,AR,Buenos Aires
1190,2186,Calle 254,Piso 6 Dto A,Rosario,9857,AR,Santa Fe
1191,2187,Calle 2957,Piso 4 Dto C,CABA,6372,AR,Buenos Aires
1192,2188,Calle 5998,Piso 1 Dto B,La Plata,2718,AR,Buenos Aires
1193,2189,Calle 1194,,CABA,2191,AR,Buenos Aires
1194,2190,Calle 7483,Piso 10 Dto A,La Plata,4853,AR,Buenos Aires
1195,2191,Calle 4732,,Río Cuarto,3078,AR,Córdoba
1196,2192,Calle 9916,,Rosario,9884,AR,Santa Fe
1197,2193,Calle 4109,,San Rafael,5884,AR,Mendoza
1198,2194,Calle 8392,,Rafaela,2376,AR,Santa Fe
1199,2195,Calle 8941,,Mar del Plata,8231,AR,Buenos Aires
1200,2196,Calle 3855,Piso 9 Dto B,CABA,7397,AR,Buenos Aires
1201,2197,Calle 3060,Piso 1 Dto C,Mar del Plata,5503,AR,Buenos Aires
1202,2198,Calle 1041,Piso 12 Dto C,Rafaela,9108,AR,Santa Fe
1203,2199,Calle 2457,Piso 10 Dto C,Mar del Plata,9287,AR,Buenos Aires
1204,2200,Calle 2122,,Córdoba,9092,AR,Córdoba
1205,2201,Calle 5215,,Rafaela,7530,AR,Santa Fe
1206,2202,Calle 6041,Piso 1 Dto C,Córdoba,1489,AR,Córdoba
1207,2203,Calle 6242,Piso 12 Dto C,Santa Fe,8481,AR,Santa Fe
1208,2204,Calle 2752,,CABA,6613,AR,Buenos Aires
1209,2205,Calle 8579,Piso 7 Dto B,CABA,4213,AR,Buenos Aires
1210,2206,Calle 4820,,Mar del Plata,3180,AR,Buenos Aires
1211,2207,Calle 6413,,Villa Carlos Paz,6573,AR,Córdoba
1212,2208,Calle 5372,Piso 3 Dto C,CABA,8918,AR,Buenos Aires
1213,2209,Calle 6375,,Godoy Cruz,7613,AR,Mendoza
1214,2210,Calle 5626,Piso 9 Dto C,Rosario,2674,AR,Santa Fe
1215,2211,Calle 1741,Piso 9 Dto C,Rafaela,7049,AR,Santa Fe
1216,2212,Calle 8023,Piso 9 Dto B,Mar del Plata,6314,AR,Buenos Aires
1217,2213,Calle 4708,,Villa Carlos Paz,4181,AR,Córdoba
1218,2214,Calle 8394,,Córdoba,8884,AR,Córdoba
1219,2215,Calle 8545,,CABA,5409,AR,Buenos Aires
1220,2216,Calle 3444,,La Plata,6328,AR,Buenos Aires
1221,2217,Calle 5371,,La Plata,3842,AR,Buenos Aires
1222,2218,Calle 6873,,Córdoba,4901,AR,Córdoba
1223,2219,Calle 751,Piso 1 Dto C,La Plata,3452,AR,Buenos Aires
1224,2220,Calle 577,Piso 6 Dto A,CABA,7273,AR,Buenos Aires
1225,2221,Calle 9695,,Mendoza,3156,AR,Mendoza
1226,2222,Calle 2127,Piso 4 Dto C,La Plata,7589,AR,Buenos Aires
1227,2223,Calle 9133,,Santa Fe,6315,AR,Santa Fe
1228,2224,Calle 8830,Piso 8 Dto B,La Plata,3745,AR,Buenos Aires
1229,2225,Calle 8360,Piso 6 Dto C,La Plata,9869,AR,Buenos Aires
1230,2226,Calle 5960,Piso 6 Dto C,Villa Carlos Paz,3912,AR,Córdoba
1231,2227,Calle 1945,Piso 2 Dto C,Mar del Plata,6444,AR,Buenos Aires
1232,2228,Calle 646,Piso 1 Dto A,CABA,7103,AR,Buenos Aires
1233,2229,Calle 1192,,Córdoba,6340,AR,Córdoba
1234,2230,Calle 5309,,CABA,9548,AR,Buenos Aires
1235,2231,Calle 9103,,Villa Carlos Paz,5651,AR,Córdoba
1236,2232,Calle 8599,Piso 10 Dto B,Mar del Plata,9038,AR,Buenos Aires
1237,2233,Calle 3639,Piso 7 Dto B,Mar del Plata,5795,AR,Buenos Aires
1238,2234,Calle 2126,,CABA,7042,AR,Buenos Aires
1239,2235,Calle 8616,,CABA,3190,AR,Buenos Aires
1240,2236,Calle 3280,,Rosario,5994,AR,Santa Fe
1241,2237,Calle 133,,Mar del Plata,7805,AR,Buenos Aires
1242,2238,Calle 9057,,CABA,9724,AR,Buenos Aires
1243,2239,Calle 8499,Piso 12 Dto A,Santa Fe,3899,AR,Santa Fe
1244,2240,Calle 7607,Piso 6 Dto B,Santa Fe,5352,AR,Santa Fe
1245,2241,Calle 9359,,CABA,2478,AR,Buenos Aires
1246,2242,Calle 7432,,Rafaela,2675,AR,Santa Fe
1247,2243,Calle 7202,Piso 2 Dto C,CABA,3876,AR,Buenos Aires
1248,2244,Calle 3250,,CABA,4049,AR,Buenos Aires
1249,2245,Calle 2543,,CABA,7749,AR,Buenos Aires
1250,2246,Calle 6998,,San Rafael,5967,AR,Mendoza
1251,2247,Calle 3875,Piso 3 Dto B,Córdoba,5006,AR,Córdoba
1252,2248,Calle 5048,,Mar del Plata,9013,AR,Buenos Aires
1253,2249,Calle 3586,Piso 3 Dto B,Villa Carlos Paz,5049,AR,Córdoba
1254,2250,Calle 4160,,Villa Carlos Paz,3956,AR,Córdoba
1255,2251,Calle 7190,,Río Cuarto,8211,AR,Córdoba
1256,2252,Calle 4039,Piso 11 Dto C,La Plata,9634,AR,Buenos Aires
1257,2253,Calle 8034,,Córdoba,9502,AR,Córdoba
1258,2254,Calle 1615,Piso 3 Dto B,CABA,1889,AR,Buenos Aires
1259,2255,Calle 729,Piso 5 Dto C,CABA,8628,AR,Buenos Aires
1260,2256,Calle 7183,,Mar del Plata,7098,AR,Buenos Aires
1261,2257,Calle 8766,,CABA,4309,AR,Buenos Aires
1262,2258,Calle 3872,,La Plata,6254,AR,Buenos Aires
1263,2259,Calle 2671,,La Plata,1374,AR,Buenos Aires
1264,2260,Calle 9616,,Córdoba,2515,AR,Córdoba
1265,2261,Calle 8379,,La Plata,1080,AR,Buenos Aires
1266,2262,Calle 3448,Piso 11 Dto C,Mendoza,2522,AR,Mendoza
1267,2263,Calle 2473,,CABA,4395,AR,Buenos Aires
1268,2264,Calle 7543,,Mar del Plata,1876,AR,Buenos Aires
1269,2265,Calle 1463,Piso 2 Dto A,Río Cuarto,7597,AR,Córdoba
1270,2266,Calle 686,,CABA,8315,AR,Buenos Aires
1271,2267,Calle 8670,,Río Cuarto,4507,AR,Córdoba
1272,2268,Calle 7069,,CABA,9784,AR,Buenos Aires
1273,2269,Calle 4940,,Villa Carlos Paz,5621,AR,Córdoba
1274,2270,Calle 373,Piso 9 Dto C,La Plata,9598,AR,Buenos Aires
1275,2271,Calle 9445,,Mendoza,3459,AR,Mendoza
1276,2272,Calle 9690,Piso 4 Dto C,CABA,6733,AR,Buenos Aires
1277,2273,Calle 21,Piso 4 Dto C,Rosario,3100,AR,Santa Fe
1278,2274,Calle 3750,,Rosario,5513,AR,Santa Fe
1279,2275,Calle 9007,Piso 6 Dto C,La Plata,7346,AR,Buenos Aires
1280,2276,Calle 3474,,Rosario,3558,AR,Santa Fe
1281,2277,Calle 882,Piso 7 Dto A,La Plata,3653,AR,Buenos Aires
1282,2278,Calle 4554,,La Plata,8259,AR,Buenos Aires
1283,2279,Calle 367,,Mar del Plata,3072,AR,Buenos Aires
1284,2280,Calle 5610,,CABA,1124,AR,Buenos Aires
1285,2281,Calle 531,,Villa Carlos Paz,1276,AR,Córdoba
1286,2282,Calle 8133,Piso 10 Dto C,Godoy Cruz,7038,AR,Mendoza
1287,2283,Calle 1064,Piso 6 Dto B,Santa Fe,7094,AR,Santa Fe
1288,2284,Calle 4033,,CABA,3242,AR,Buenos Aires
1289,2285,Calle 1812,,CABA,2941,AR,Buenos Aires
1290,2286,Calle 437,,CABA,2644,AR,Buenos Aires
1291,2287,Calle 8012,,CABA,9919,AR,Buenos Aires
1292,2288,Calle 6001,,Mar del Plata,1499,AR,Buenos Aires
1293,2289,Calle 997,,San Rafael,9329,AR,Mendoza
1294,2290,Calle 4039,,CABA,6441,AR,Buenos Aires
1295,2291,Calle 5917,Piso 9 Dto B,Godoy Cruz,5919,AR,Mendoza
1296,2292,Calle 1872,,Rosario,1285,AR,Santa Fe
1297,2293,Calle 8712,Piso 9 Dto C,La Plata,8320,AR,Buenos Aires
1298,2294,Calle 4158,,Río Cuarto,2974,AR,Córdoba
1299,2295,Calle 3283,,CABA,8200,AR,Buenos Aires
1300,2296,Calle 7157,Piso 3 Dto A,Santa Fe,2049,AR,Santa Fe
1301,2297,Calle 7783,,CABA,5358,AR,Buenos Aires
1302,2298,Calle 5089,,CABA,2111,AR,Buenos Aires
1303,2299,Calle 7957,,Mar del Plata,5133,AR,Buenos Aires
1304,2300,Calle 4304,,Mar del Plata,5416,AR,Buenos Aires
1305,2301,Calle 1078,,Mar del Plata,5186,AR,Buenos Aires
1306,2302,Calle 4877,Piso 11 Dto C,Mar del Plata,7471,AR,Buenos Aires
1307,2303,Calle 3665,,San Rafael,8589,AR,Mendoza
1308,2304,Calle 6263,Piso 10 Dto C,Villa Carlos Paz,2672,AR,Córdoba
1309,2305,Calle 2433,Piso 4 Dto B,Mendoza,1804,AR,Mendoza
1310,2306,Calle 4068,Piso 4 Dto A,La Plata,8158,AR,Buenos Aires
1311,2307,Calle 8445,Piso 11 Dto C,Mar del Plata,2866,AR,Buenos Aires
1312,2308,Calle 4328,,Rosario,1431,AR,Santa Fe
1313,2309,Calle 7549,,Mar del Plata,2458,AR,Buenos Aires
1314,2310,Calle 450,Piso 11 Dto C,CABA,2557,AR,Buenos Aires
1315,2311,Calle 3854,Piso 6 Dto C,Mendoza,3401,AR,Mendoza
1316,2312,Calle 368,Piso 12 Dto C,La Plata,9326,AR,Buenos Aires
1317,2313,Calle 8956,Piso 7 Dto B,Rosario,9767,AR,Santa Fe
1318,2314,Calle 7394,,CABA,8214,AR,Buenos Aires
1319,2315,Calle 8833,,CABA,5251,AR,Buenos Aires
1320,2316,Calle 5247,,La Plata,3946,AR,Buenos Aires
1321,2317,Calle 4908,,CABA,2376,AR,Buenos Aires
1322,2318,Calle 9674,Piso 5 Dto A,La Plata,9268,AR,Buenos Aires
1323,2319,Calle 9480,,La Plata,5376,AR,Buenos Aires
1324,2320,Calle 1932,Piso 5 Dto A,Córdoba,2843,AR,Córdoba
1325,2321,Calle 9042,,La Plata,8987,AR,Buenos Aires
1326,2322,Calle 9064,Piso 9 Dto A,Río Cuarto,7183,AR,Córdoba
1327,2323,Calle 9520,Piso 11 Dto C,La Plata,3977,AR,Buenos Aires
1328,2324,Calle 6909,Piso 12 Dto C,Río Cuarto,7165,AR,Córdoba
1329,2325,Calle 4339,,Mar del Plata,5352,AR,Buenos Aires
1330,2326,Calle 1062,,CABA,6538,AR,Buenos Aires
1331,2327,Calle 5826,Piso 10 Dto A,CABA,5509,AR,Buenos Aires
1332,2328,Calle 8234,Piso 10 Dto A,CABA,9759,AR,Buenos Aires
1333,2329,Calle 3735,Piso 10 Dto A,Mar del Plata,3252,AR,Buenos Aires
1334,2330,Calle 8638,,CABA,7961,AR,Buenos Aires
1335,2331,Calle 1462,,Córdoba,2850,AR,Córdoba
1336,2332,Calle 2675,Piso 4 Dto C,Mar del Plata,2768,AR,Buenos Aires
1337,2333,Calle 6679,,Mar del Plata,5073,AR,Buenos Aires
1338,2334,Calle 9115,Piso 9 Dto A,Godoy Cruz,6446,AR,Mendoza
1339,2335,Calle 4562,,Godoy Cruz,5295,AR,Mendoza
1340,2336,Calle 5209,,Villa Carlos Paz,5737,AR,Córdoba
1341,2337,Calle 6823,Piso 7 Dto A,Mar del Plata,8933,AR,Buenos Aires
1342,2338,Calle 4239,,Rosario,9957,AR,Santa Fe
1343,2339,Calle 47,,San Rafael,2587,AR,Mendoza
1344,2340,Calle 6779,,La Plata,6348,AR,Buenos Aires
1345,2341,Calle 6170,Piso 5 Dto C,San Rafael,9821,AR,Mendoza
1346,2342,Calle 6486,Piso 12 Dto C,Río Cuarto,6105,AR,Córdoba
1347,2343,Calle 1480,Piso 6 Dto B,La Plata,6137,AR,Buenos Aires
1348,2344,Calle 2209,,Mar del Plata,1959,AR,Buenos Aires
1349,2345,Calle 6251,Piso 12 Dto A,Mendoza,2857,AR,Mendoza
1350,2346,Calle 1014,Piso 4 Dto C,La Plata,4393,AR,Buenos Aires
1351,2347,Calle 2061,Piso 2 Dto C,La Plata,6368,AR,Buenos Aires
1352,2348,Calle 7955,,Villa Carlos Paz,5933,AR,Córdoba
1353,2349,Calle 4100,Piso 3 Dto A,Mar del Plata,7165,AR,Buenos Aires
1354,2350,Calle 9122,Piso 10 Dto B,Villa Carlos Paz,9151,AR,Córdoba
1355,2351,Calle 4295,Piso 3 Dto A,La Plata,6156,AR,Buenos Aires
1356,2352,Calle 7260,,Santa Fe,8382,AR,Santa Fe
1357,2353,Calle 3151,,Rosario,7965,AR,Santa Fe
1358,2354,Calle 4229,,La Plata,4019,AR,Buenos Aires
1359,2355,Calle 888,Piso 2 Dto B,La Plata,6685,AR,Buenos Aires
1360,2356,Calle 6972,,Mendoza,3865,AR,Mendoza
1361,2357,Calle 7016,Piso 8 Dto C,La Plata,6089,AR,Buenos Aires
1362,2358,Calle 1104,,La Plata,2295,AR,Buenos Aires
1363,2359,Calle 1513,Piso 6 Dto C,CABA,9739,AR,Buenos Aires
1364,2360,Calle 101,,Córdoba,8775,AR,Córdoba
1365,2361,Calle 8103,,Godoy Cruz,2296,AR,Mendoza
1366,2362,Calle 7276,Piso 1 Dto B,Villa Carlos Paz,3210,AR,Córdoba
1367,2363,Calle 6964,,Rosario,3697,AR,Santa Fe
1368,2364,Calle 3749,Piso 12 Dto B,La Plata,4735,AR,Buenos Aires
1369,2365,Calle 6323,Piso 9 Dto A,Mar del Plata,6740,AR,Buenos Aires
1370,2366,Calle 8423,,La Plata,3021,AR,Buenos Aires
1371,2367,Calle 8249,Piso 6 Dto B,Córdoba,5396,AR,Córdoba
1372,2368,Calle 4170,Piso 5 Dto C,La Plata,5672,AR,Buenos Aires
1373,2369,Calle 3225,,CABA,4171,AR,Buenos Aires
1374,2370,Calle 4678,Piso 9 Dto C,Godoy Cruz,2390,AR,Mendoza
1375,2371,Calle 3380,Piso 4 Dto C,La Plata,3725,AR,Buenos Aires
1376,2372,Calle 9095,,CABA,2192,AR,Buenos Aires
1377,2373,Calle 8895,Piso 1 Dto A,CABA,5045,AR,Buenos Aires
1378,2374,Calle 3185,,Mar del Plata,6324,AR,Buenos Aires
1379,2375,Calle 4371,Piso 10 Dto A,CABA,4760,AR,Buenos Aires
1380,2376,Calle 1702,Piso 9 Dto A,Mar del Plata,8217,AR,Buenos Aires
1381,2377,Calle 1098,,Mar del Plata,5568,AR,Buenos Aires
1382,2378,Calle 5890,Piso 5 Dto B,Mar del Plata,1876,AR,Buenos Aires
1383,2379,Calle 5925,Piso 12 Dto A,Mar del Plata,4562,AR,Buenos Aires
1384,2380,Calle 1756,Piso 1 Dto C,Río Cuarto,4947,AR,Córdoba
1385,2381,Calle 8231,Piso 9 Dto C,La Plata,9828,AR,Buenos Aires
1386,2382,Calle 9491,,Rafaela,1998,AR,Santa Fe
1387,2383,Calle 7885,,Godoy Cruz,8853,AR,Mendoza
1388,2384,Calle 2254,,La Plata,1596,AR,Buenos Aires
1389,2385,Calle 8855,Piso 12 Dto B,Rafaela,3867,AR,Santa Fe
1390,2386,Calle 9122,Piso 11 Dto A,CABA,3666,AR,Buenos Aires
1391,2387,Calle 1691,Piso 3 Dto A,Mar del Plata,1492,AR,Buenos Aires
1392,2388,Calle 9283,,Mendoza,4474,AR,Mendoza
1393,2389,Calle 1917,,CABA,3879,AR,Buenos Aires
1394,2390,Calle 8553,Piso 7 Dto B,Mar del Plata,7216,AR,Buenos Aires
1395,2391,Calle 8322,Piso 11 Dto C,CABA,7328,AR,Buenos Aires
1396,2392,Calle 4842,Piso 4 Dto B,CABA,2522,AR,Buenos Aires
1397,2393,Calle 3855,Piso 9 Dto B,Mar del Plata,4997,AR,Buenos Aires
1398,2394,Calle 7907,,Córdoba,4194,AR,Córdoba
1399,2395,Calle 5184,,Mar del Plata,1059,AR,Buenos Aires
1400,2396,Calle 7489,,Córdoba,7063,AR,Córdoba
1401,2397,Calle 9640,,San Rafael,6429,AR,Mendoza
1402,2398,Calle 7142,Piso 7 Dto C,Mendoza,7915,AR,Mendoza
1403,2399,Calle 6439,,CABA,2479,AR,Buenos Aires
1404,2400,Calle 7324,,Mendoza,7534,AR,Mendoza
1405,2401,Calle 688,,Santa Fe,7017,AR,Santa Fe
1406,2402,Calle 6877,Piso 9 Dto A,Santa Fe,3307,AR,Santa Fe
1407,2403,Calle 9251,,Mar del Plata,7363,AR,Buenos Aires
1408,2404,Calle 3836,,Rafaela,8741,AR,Santa Fe
1409,2405,Calle 7952,Piso 10 Dto A,San Rafael,1501,AR,Mendoza
1410,2406,Calle 2960,,Santa Fe,8446,AR,Santa Fe
1411,2407,Calle 3879,,Mar del Plata,3174,AR,Buenos Aires
1412,2408,Calle 7448,,Santa Fe,7228,AR,Santa Fe
1413,2409,Calle 9066,Piso 1 Dto C,CABA,3280,AR,Buenos Aires
1414,2410,Calle 5499,,Santa Fe,8545,AR,Santa Fe
1415,2411,Calle 1479,,Mar del Plata,8999,AR,Buenos Aires
1416,2412,Calle 1223,,CABA,5592,AR,Buenos Aires
1417,2413,Calle 6600,Piso 3 Dto B,Río Cuarto,3900,AR,Córdoba
1418,2414,Calle 5477,,La Plata,8360,AR,Buenos Aires
1419,2415,Calle 6004,,Santa Fe,6678,AR,Santa Fe
1420,2416,Calle 5226,,CABA,1047,AR,Buenos Aires
1421,2417,Calle 8142,,La Plata,1815,AR,Buenos Aires
1422,2418,Calle 5607,,Córdoba,8526,AR,Córdoba
1423,2419,Calle 4563,,CABA,6375,AR,Buenos Aires
1424,2420,Calle 7955,,CABA,3636,AR,Buenos Aires
1425,2421,Calle 1477,,Córdoba,7381,AR,Córdoba
1426,2422,Calle 103,,Godoy Cruz,6757,AR,Mendoza
1427,2423,Calle 1499,Piso 2 Dto C,Córdoba,1016,AR,Córdoba
1428,2424,Calle 1412,Piso 6 Dto A,Rosario,2324,AR,Santa Fe
1429,2425,Calle 7219,,Córdoba,4270,AR,Córdoba
1430,2426,Calle 7049,,CABA,1075,AR,Buenos Aires
1431,2427,Calle 1420,Piso 9 Dto C,Mar del Plata,6361,AR,Buenos Aires
1432,2428,Calle 2308,Piso 10 Dto C,Mar del Plata,7769,AR,Buenos Aires
1433,2429,Calle 5647,Piso 3 Dto C,Villa Carlos Paz,5571,AR,Córdoba
1434,2430,Calle 1444,,Santa Fe,8768,AR,Santa Fe
1435,2431,Calle 1355,,Rafaela,1581,AR,Santa Fe
1436,2432,Calle 5764,Piso 9 Dto C,CABA,4633,AR,Buenos Aires
1437,2433,Calle 3496,Piso 12 Dto B,La Plata,5194,AR,Buenos Aires
1438,2434,Calle 5528,,Rosario,7645,AR,Santa Fe
1439,2435,Calle 638,Piso 12 Dto B,Godoy Cruz,4174,AR,Mendoza
1440,2436,Calle 4119,,Mar del Plata,9964,AR,Buenos Aires
1441,2437,Calle 3734,Piso 7 Dto C,Godoy Cruz,7650,AR,Mendoza
1442,2438,Calle 5473,Piso 1 Dto B,La Plata,5533,AR,Buenos Aires
1443,2439,Calle 5498,Piso 6 Dto A,La Plata,7505,AR,Buenos Aires
1444,2440,Calle 160,Piso 10 Dto A,CABA,6317,AR,Buenos Aires
1445,2441,Calle 5071,,Mar del Plata,4826,AR,Buenos Aires
1446,2442,Calle 7581,,Mendoza,1312,AR,Mendoza
1447,2443,Calle 7294,,La Plata,3902,AR,Buenos Aires
1448,2444,Calle 6078,Piso 4 Dto B,Villa Carlos Paz,2362,AR,Córdoba
1449,2445,Calle 2216,Piso 3 Dto B,Mendoza,6854,AR,Mendoza
1450,2446,Calle 832,,La Plata,6525,AR,Buenos Aires
1451,2447,Calle 5686,Piso 11 Dto C,Rosario,8211,AR,Santa Fe
1452,2448,Calle 719,Piso 8 Dto A,La Plata,4133,AR,Buenos Aires
1453,2449,Calle 812,Piso 6 Dto C,Mar del Plata,1459,AR,Buenos Aires
1454,2450,Calle 789,Piso 1 Dto B,Córdoba,4542,AR,Córdoba
1455,2451,Calle 3331,,Rosario,1049,AR,Santa Fe
1456,2452,Calle 3515,Piso 7 Dto A,CABA,2055,AR,Buenos Aires
1457,2453,Calle 1537,Piso 4 Dto C,Mar del Plata,3855,AR,Buenos Aires
1458,2454,Calle 6125,Piso 11 Dto C,CABA,3400,AR,Buenos Aires
1459,2455,Calle 545,Piso 1 Dto B,CABA,1213,AR,Buenos Aires
1460,2456,Calle 8971,Piso 1 Dto A,La Plata,8196,AR,Buenos Aires
1461,2457,Calle 3959,Piso 8 Dto C,Mar del Plata,3053,AR,Buenos Aires
1462,2458,Calle 4735,Piso 5 Dto C,Río Cuarto,4686,AR,Córdoba
1463,2459,Calle 7512,Piso 7 Dto A,La Plata,6375,AR,Buenos Aires
1464,2460,Calle 5701,Piso 1 Dto A,Mar del Plata,4481,AR,Buenos Aires
1465,2461,Calle 6409,,CABA,8526,AR,Buenos Aires
1466,2462,Calle 1002,,Mar del Plata,4585,AR,Buenos Aires
1467,2463,Calle 1143,,CABA,1652,AR,Buenos Aires
1468,2464,Calle 5836,Piso 4 Dto A,Rosario,9362,AR,Santa Fe
1469,2465,Calle 1912,Piso 2 Dto B,CABA,8275,AR,Buenos Aires
1470,2466,Calle 107,Piso 5 Dto C,Rafaela,8479,AR,Santa Fe
1471,2467,Calle 9118,Piso 9 Dto B,Rafaela,4048,AR,Santa Fe
1472,2468,Calle 9726,,Mar del Plata,7475,AR,Buenos Aires
1473,2469,Calle 6867,,CABA,3317,AR,Buenos Aires
1474,2470,Calle 3057,Piso 2 Dto B,Mar del Plata,8591,AR,Buenos Aires
1475,2471,Calle 18,,Córdoba,6640,AR,Córdoba
1476,2472,Calle 101,Piso 3 Dto A,Mar del Plata,3756,AR,Buenos Aires
1477,2473,Calle 2801,,Río Cuarto,9556,AR,Córdoba
1478,2474,Calle 5998,Piso 10 Dto A,Río Cuarto,2743,AR,Córdoba
1479,2475,Calle 8775,,CABA,6127,AR,Buenos Aires
1480,2476,Calle 2744,,Villa Carlos Paz,7254,AR,Córdoba
1481,2477,Calle 825,Piso 6 Dto A,Mar del Plata,9765,AR,Buenos Aires
1482,2478,Calle 9973,Piso 3 Dto C,La Plata,3824,AR,Buenos Aires
1483,2479,Calle 876,,La Plata,3754,AR,Buenos Aires
1484,2480,Calle 2911,Piso 9 Dto A,CABA,9792,AR,Buenos Aires
1485,2481,Calle 2217,,Córdoba,5128,AR,Córdoba
1486,2482,Calle 4568,,La Plata,9599,AR,Buenos Aires
1487,2483,Calle 9459,,La Plata,1167,AR,Buenos Aires
1488,2484,Calle 214,,Río Cuarto,1830,AR,Córdoba
1489,2485,Calle 2446,,San Rafael,8191,AR,Mendoza
1490,2486,Calle 1692,,CABA,1678,AR,Buenos Aires
1491,2487,Calle 5497,Piso 1 Dto B,La Plata,7485,AR,Buenos Aires
1492,2488,Calle 5644,,CABA,8208,AR,Buenos Aires
1493,2489,Calle 9578,,La Plata,3163,AR,Buenos Aires
1494,2490,Calle 2653,Piso 10 Dto A,Río Cuarto,2212,AR,Córdoba
1495,2491,Calle 670,,Mar del Plata,2955,AR,Buenos Aires
1496,2492,Calle 8868,Piso 5 Dto A,Mar del Plata,7420,AR,Buenos Aires
1497,2493,Calle 3327,Piso 2 Dto B,CABA,1229,AR,Buenos Aires
1498,2494,Calle 9129,Piso 6 Dto B,La Plata,8544,AR,Buenos Aires
1499,2495,Calle 6456,Piso 3 Dto A,Mar del Plata,6931,AR,Buenos Aires
1500,2496,Calle 4702,,Mar del Plata,8224,AR,Buenos Aires
1501,2497,Calle 5017,,CABA,7829,AR,Buenos Aires
1502,2498,Calle 9905,Piso 7 Dto A,Mar del Plata,4109,AR,Buenos Aires
1503,2499,Calle 2207,,Santa Fe,5841,AR,Santa Fe
1504,2500,Calle 2252,Piso 12 Dto B,La Plata,5367,AR,Buenos Aires
1505,2501,Calle 8409,Piso 11 Dto A,Mar del Plata,2607,AR,Buenos Aires
1506,2502,Calle 5098,Piso 12 Dto A,CABA,5319,AR,Buenos Aires
1507,2503,Calle 3923,Piso 3 Dto C,La Plata,8551,AR,Buenos Aires
1508,2504,Calle 944,,Rafaela,4684,AR,Santa Fe
1509,2505,Calle 570,,CABA,2289,AR,Buenos Aires
1510,2506,Calle 8184,Piso 7 Dto A,Rafaela,5375,AR,Santa Fe
1511,2507,Calle 6397,Piso 12 Dto C,Rafaela,9181,AR,Santa Fe
1512,2508,Calle 9615,Piso 12 Dto C,Santa Fe,6496,AR,Santa Fe
1513,2509,Calle 7154,Piso 6 Dto C,CABA,5437,AR,Buenos Aires
1514,2510,Calle 9743,,Mar del Plata,8059,AR,Buenos Aires
1515,2511,Calle 1296,Piso 3 Dto B,Mendoza,7061,AR,Mendoza
1516,2512,Calle 9383,Piso 6 Dto C,CABA,9323,AR,Buenos Aires
1517,2513,Calle 6539,Piso 10 Dto A,Rosario,7081,AR,Santa Fe
1518,2514,Calle 2978,,La Plata,8425,AR,Buenos Aires
1519,2515,Calle 9643,,La Plata,7304,AR,Buenos Aires
1520,2516,Calle 863,,Godoy Cruz,5060,AR,Mendoza
1521,2517,Calle 4932,,Mendoza,1914,AR,Mendoza
1522,2518,Calle 7503,,Córdoba,1491,AR,Córdoba
1523,2519,Calle 1999,Piso 8 Dto C,Río Cuarto,3736,AR,Córdoba
1524,2520,Calle 6036,Piso 12 Dto C,Mendoza,2513,AR,Mendoza
1525,2521,Calle 3427,Piso 6 Dto C,CABA,3887,AR,Buenos Aires
1526,2522,Calle 7548,Piso 5 Dto B,Rafaela,1796,AR,Santa Fe
1527,2523,Calle 2681,,Mar del Plata,9667,AR,Buenos Aires
1528,2524,Calle 2419,Piso 4 Dto B,Rafaela,8421,AR,Santa Fe
1529,2525,Calle 5308,,Villa Carlos Paz,8668,AR,Córdoba
1530,2526,Calle 765,Piso 11 Dto C,CABA,3498,AR,Buenos Aires
1531,2527,Calle 403,,Mendoza,1595,AR,Mendoza
1532,2528,Calle 2920,,Godoy Cruz,6065,AR,Mendoza
1533,2529,Calle 3193,,Mar del Plata,5933,AR,Buenos Aires
1534,2530,Calle 2023,,San Rafael,9099,AR,Mendoza
1535,2531,Calle 1993,Piso 4 Dto B,Mendoza,6751,AR,Mendoza
1536,2532,Calle 2884,,La Plata,8940,AR,Buenos Aires
1537,2533,Calle 6120,,Mar del Plata,4844,AR,Buenos Aires
